# Directed graph (each unordered pair of nodes is saved once): CA-GrQc.txt 
# Collaboration network of Arxiv General Relativity category (there is an edge if authors coauthored at least one paper)
# Nodes: 5242 Edges: 28980
# FromNodeId	ToNodeId
2133	24029
6610	45
6610	46
6610	570
6610	773
6610	824
6610	1653
6610	2133
6610	2212
6610	2741
6610	2952
6610	3372
6610	4046
6610	4164
6610	4511
6610	4513
6610	4846
6610	5262
6610	6179
6610	6700
6610	6830
6610	7956
6610	8045
6610	8879
6610	9639
6610	9785
6610	11082
6610	11241
6610	11472
6610	12365
6610	12496
6610	12678
6610	12781
6610	12851
6610	12928
6610	14419
6610	14540
6610	14807
6610	15003
6610	15659
6610	15784
6610	16159
6610	17330
6610	17655
6610	17692
6610	18487
6610	18894
6610	19423
6610	19640
6610	19870
6610	19961
6610	20108
6610	20532
6610	20562
6610	20635
6610	21012
6610	21281
6610	21508
6610	21847
6610	22527
6610	22691
6610	22779
6610	22798
6610	22887
6610	23293
6610	23382
6610	24955
6610	25346
6610	25758
6700	339
6700	624
6700	824
6700	934
6700	2133
6700	2654
6700	4743
6700	4846
6700	5579
6700	6610
6700	9755
6700	10550
6700	11082
6700	12928
6700	14419
6700	14485
6700	16032
6700	17330
6700	17331
6700	17603
6700	18487
6700	19640
6700	20644
6700	22497
6700	22779
6700	23293
6700	23382
6700	23387
6700	23907
6700	24924
6700	25080
11082	824
11082	2133
11082	4846
11082	6610
11082	6700
11082	12928
11082	14419
11082	16258
11082	17330
11082	18487
11082	22779
11082	23382
14419	824
14419	2133
14419	4846
14419	6610
14419	6700
14419	11082
14419	12422
14419	12928
14419	17330
14419	18487
14419	19423
14419	21281
14419	22779
14419	23382
17330	824
17330	1339
17330	2133
17330	3164
17330	4846
17330	6610
17330	6700
17330	11082
17330	12928
17330	14419
17330	15580
17330	16393
17330	18487
17330	20478
17330	20956
17330	22779
17330	23382
18487	824
18487	2133
18487	2654
18487	3164
18487	3890
18487	4846
18487	5621
18487	6610
18487	6700
18487	8824
18487	11082
18487	11613
18487	12306
18487	12860
18487	12928
18487	14419
18487	14547
18487	17330
18487	17439
18487	18182
18487	20478
18487	21707
18487	22779
18487	23382
18487	23387
18487	24696
18487	25271
22779	824
22779	2133
22779	4846
22779	6610
22779	6700
22779	11082
22779	12928
22779	14419
22779	17330
22779	18487
22779	23382
23382	824
23382	2133
23382	2654
23382	2661
23382	4743
23382	4846
23382	6610
23382	6700
23382	7899
23382	8067
23382	8208
23382	9755
23382	11082
23382	11132
23382	11402
23382	12928
23382	12980
23382	13364
23382	14419
23382	14969
23382	16389
23382	17330
23382	18109
23382	18365
23382	18487
23382	20478
23382	22779
23382	23038
23382	24845
23382	25379
12928	824
12928	2133
12928	4846
12928	6610
12928	6700
12928	11082
12928	14419
12928	17330
12928	18487
12928	22779
12928	23382
13740	4550
13740	4702
13740	7264
13740	13096
13740	14128
13740	19489
13740	19527
13740	19784
13740	22476
13740	25006
13740	25486
13096	26
13096	1407
13096	1488
13096	4550
13096	7264
13096	8219
13096	10762
13096	11801
13096	12665
13096	12688
13096	13142
13096	13740
13096	14128
13096	14599
13096	15108
13096	15321
13096	20647
13096	20827
13096	20879
13096	22476
13096	23614
13096	25006
22393	3909
22393	5346
22393	7689
22393	15159
22393	17979
3872	5109
3872	7533
3872	11175
3872	12409
3872	15552
3872	16174
3872	20101
3872	23096
23096	3872
8862	78
8862	4877
8862	7459
8862	8254
8862	12155
8862	22598
8862	24932
22598	888
22598	1520
22598	6468
22598	6627
22598	7007
22598	7350
22598	7712
22598	8862
22598	9572
22598	10711
22598	13614
22598	14102
22598	18365
22598	18517
22598	18676
22598	23351
22598	23689
22598	24114
8254	78
8254	2465
8254	2592
8254	3977
8254	5055
8254	5993
8254	8862
8254	9265
8254	12155
8254	12334
8254	19890
8254	20341
8254	21560
17309	24833
24833	543
24833	1958
24833	2193
24833	3917
24833	6858
24833	8148
24833	9092
24833	12478
24833	15366
24833	17309
24833	18125
24833	18398
24833	19675
24833	21806
24833	23614
24833	23693
24833	26196
10115	10134
10115	23916
23916	10115
7893	593
7893	4515
7893	5510
7893	9360
7893	12334
7893	12627
7893	16778
7893	18037
7893	18051
18051	593
18051	4515
18051	5510
18051	7893
18051	9360
18051	12334
18051	12627
18051	13385
18051	16778
18051	19578
4515	615
4515	7893
4515	8612
4515	11604
4515	16083
4515	16778
4515	17932
4515	18051
16778	593
16778	4515
16778	7893
16778	12386
16778	12627
16778	13333
16778	18051
16778	23896
8978	9017
8978	15170
8978	15455
8978	16589
9017	2255
9017	3056
9017	6158
9017	7307
9017	7324
9017	8365
9017	8978
9017	9023
9017	11444
9017	12324
9017	12472
9017	13831
9017	14746
9017	15170
9017	15455
9017	16128
9017	16589
9017	17075
9017	18875
9017	19900
9017	20000
9017	20806
9017	21944
9017	21968
9017	23302
9017	23665
9017	23758
9017	24722
15170	8978
15170	9017
15170	15455
15170	16589
15455	3056
15455	7307
15455	8365
15455	8978
15455	9017
15455	12045
15455	12287
15455	12472
15455	13831
15455	14181
15455	15170
15455	16589
15455	17075
15455	20257
15455	20827
15455	21968
15455	23665
16589	8978
16589	9017
16589	15170
16589	15455
16589	21613
7510	197
7510	8851
8851	197
8851	1343
8851	2991
8851	7510
8851	8299
8851	12334
8851	14485
8851	15416
8851	15552
8851	18088
8851	25286
624	1254
624	2654
624	3420
624	3731
624	4743
624	5407
624	6700
624	9099
624	10130
624	10762
624	15184
624	16032
624	19640
624	23577
624	23649
624	24293
624	25201
2654	339
2654	624
2654	2250
2654	3243
2654	3420
2654	3890
2654	4743
2654	4748
2654	4846
2654	5621
2654	6700
2654	7717
2654	7985
2654	9755
2654	10130
2654	11015
2654	12085
2654	12306
2654	12365
2654	13714
2654	14767
2654	16032
2654	16056
2654	16310
2654	16994
2654	17414
2654	17439
2654	18487
2654	18971
2654	19216
2654	20511
2654	20534
2654	20850
2654	21776
2654	21860
2654	23382
2654	25205
2654	25396
10130	178
10130	624
10130	1248
10130	1403
10130	2368
10130	2420
10130	2654
10130	5621
10130	7007
10130	16032
10130	16210
10130	18681
10130	20641
10130	22074
10130	24762
16032	624
16032	934
16032	2307
16032	2420
16032	2654
16032	5621
16032	6700
16032	6934
16032	10130
16032	13220
16032	17439
16032	20644
16032	22423
16032	22457
16032	23293
16032	25080
3937	3927
3937	4743
3937	9522
3937	14265
21012	45
21012	46
21012	231
21012	345
21012	570
21012	773
21012	1186
21012	1234
21012	1653
21012	1841
21012	1997
21012	2212
21012	2404
21012	2450
21012	2741
21012	2952
21012	2980
21012	3372
21012	3409
21012	4164
21012	4511
21012	4513
21012	5134
21012	5578
21012	6179
21012	6610
21012	6774
21012	6830
21012	7956
21012	8049
21012	8503
21012	8879
21012	9341
21012	9482
21012	9785
21012	9889
21012	10243
21012	11241
21012	11472
21012	12365
21012	12496
21012	12503
21012	12781
21012	12851
21012	13060
21012	13597
21012	14540
21012	14807
21012	15003
21012	15538
21012	15659
21012	16611
21012	17655
21012	17692
21012	18208
21012	18543
21012	18719
21012	18866
21012	18894
21012	19423
21012	19961
21012	20108
21012	20562
21012	20635
21012	21281
21012	21508
21012	21847
21012	22421
21012	22457
21012	22691
21012	22887
21012	22937
21012	23293
21012	23363
21012	23452
21012	23628
21012	24955
21012	25053
21012	25251
21012	25346
21012	25758
22691	45
22691	231
22691	345
22691	570
22691	773
22691	1234
22691	1653
22691	1997
22691	2212
22691	2741
22691	2952
22691	2980
22691	2982
22691	3372
22691	4036
22691	4115
22691	4164
22691	4513
22691	5134
22691	6179
22691	6610
22691	6774
22691	6830
22691	7956
22691	8049
22691	8879
22691	9341
22691	9785
22691	10243
22691	11241
22691	11472
22691	12365
22691	12496
22691	12503
22691	12781
22691	12851
22691	12938
22691	13032
22691	13060
22691	13364
22691	14540
22691	14807
22691	15003
22691	15538
22691	15659
22691	17655
22691	17692
22691	18719
22691	18866
22691	18894
22691	19215
22691	19423
22691	19961
22691	20108
22691	20562
22691	20635
22691	21012
22691	21281
22691	21432
22691	21508
22691	21847
22691	22457
22691	22726
22691	22834
22691	22887
22691	22966
22691	23293
22691	23452
22691	23511
22691	23628
22691	24955
22691	25053
22691	25271
22691	25346
22691	25528
22691	25758
22691	25836
19215	22691
19215	25836
2980	231
2980	345
2980	1186
2980	1841
2980	2741
2980	3409
2980	5578
2980	6774
2980	8503
2980	9482
2980	12503
2980	13597
2980	14376
2980	14807
2980	16611
2980	17655
2980	18543
2980	21012
2980	22457
2980	22691
2980	22937
2980	23363
2980	23452
2980	24955
14376	2980
9522	3937
9522	8710
9522	9572
9522	14265
9522	22483
9572	1375
9572	2846
9572	5555
9572	5564
9572	5787
9572	5993
9572	7459
9572	7689
9572	7712
9572	8916
9572	9522
9572	9721
9572	10158
9572	10310
9572	10942
9572	13600
9572	13614
9572	13929
9572	14102
9572	14485
9572	16310
9572	18517
9572	19738
9572	21075
9572	21316
9572	22598
9572	22900
9572	23293
9572	23637
9572	23647
9572	23770
9572	25143
9572	25601
9572	25980
17394	18924
18924	3113
18924	8312
18924	10765
18924	11621
18924	16310
18924	17394
18924	17538
18924	25978
3441	1172
3441	5674
3441	10268
3441	12691
3441	14265
3441	26194
10268	375
10268	1172
10268	1838
10268	3441
10268	5346
10268	12733
10268	26194
7188	896
7188	921
7188	1508
7188	6815
7188	7209
7188	8279
7188	13008
7188	14485
7188	17038
7188	18605
7188	18866
7188	21158
18866	45
18866	345
18866	676
18866	773
18866	896
18866	1186
18866	1508
18866	2741
18866	3409
18866	4632
18866	6815
18866	7188
18866	7209
18866	7844
18866	7956
18866	8279
18866	8503
18866	9785
18866	11053
18866	11148
18866	11785
18866	12365
18866	12781
18866	13008
18866	13411
18866	13597
18866	14485
18866	14512
18866	15003
18866	16594
18866	16722
18866	16726
18866	16876
18866	17038
18866	18719
18866	19954
18866	19992
18866	20391
18866	20774
18866	21012
18866	21508
18866	22691
18866	23403
18866	25346
4870	5175
4870	8282
4870	22046
5175	2449
5175	4766
5175	4870
5175	8282
5175	22046
5175	22415
8282	4870
8282	5175
8282	22046
22046	3561
22046	4868
22046	4870
22046	5175
22046	7007
22046	8282
22046	8352
22046	10456
22046	15365
22046	16931
22046	18875
8157	2120
2120	8157
7713	19052
19052	7713
8302	16484
16484	8302
17778	2556
17778	13556
17778	17979
17778	19159
17778	21699
21699	13556
21699	17778
21699	25382
8701	523
8701	570
8701	2991
8701	5464
8701	7774
8701	17379
8701	18008
8701	23385
8701	25868
8701	26170
17379	78
17379	1310
17379	2922
17379	3651
17379	6891
17379	8701
17379	10162
17379	10620
17379	11112
17379	13174
17379	14864
17379	17536
17379	23153
17379	24340
6858	8148
6858	15366
6858	24833
8148	6858
8148	15366
8148	24833
15366	6858
15366	8148
15366	24833
9360	7893
9360	11102
9360	12334
9360	15814
9360	18037
9360	18051
9360	18592
9360	22765
9360	24696
9360	25758
11102	1896
11102	6838
11102	9360
11102	25220
11102	25758
25758	45
25758	46
25758	570
25758	773
25758	1653
25758	2212
25758	2741
25758	2949
25758	2952
25758	3372
25758	4164
25758	4180
25758	4511
25758	4513
25758	6179
25758	6610
25758	6830
25758	7956
25758	8879
25758	9360
25758	9785
25758	10055
25758	11102
25758	11241
25758	11472
25758	12365
25758	12496
25758	12637
25758	12781
25758	12851
25758	14540
25758	14807
25758	15003
25758	15659
25758	17655
25758	17692
25758	18894
25758	19423
25758	19961
25758	20108
25758	20562
25758	20635
25758	21012
25758	21281
25758	21508
25758	21847
25758	22691
25758	22887
25758	23293
25758	24955
25758	25346
9755	339
9755	1653
9755	1832
9755	2250
9755	2654
9755	4383
9755	4743
9755	4748
9755	5621
9755	6700
9755	7014
9755	7717
9755	9397
9755	9482
9755	11015
9755	13714
9755	14344
9755	14385
9755	14767
9755	17439
9755	18971
9755	19216
9755	19423
9755	20511
9755	20534
9755	21281
9755	21379
9755	23382
9755	24163
9755	25205
9755	25396
14344	4416
14344	9755
14344	24163
24163	9755
24163	14344
12691	3441
12691	14265
3420	624
3420	2654
3420	9241
7442	2620
7442	3032
7442	3096
7442	3679
7442	4364
7442	4550
7442	5712
7442	7768
7442	13955
7442	14003
7442	15235
7442	16148
7442	18227
7442	19445
7442	19495
7442	20168
7442	23967
7442	24371
7768	1116
7768	3032
7768	7442
7768	15235
7768	15399
7768	16148
7768	18222
7768	21287
7768	23227
7768	24371
4624	5355
4624	6863
4624	7689
4624	12606
4624	12968
4624	15770
4624	21322
4624	22265
4624	22336
4624	23099
4624	23880
4624	25111
15770	4319
15770	4624
15770	12758
15770	22023
15770	23099
23099	4624
23099	15770
14337	5849
14337	10763
14337	11121
14337	11194
14337	15799
14337	16511
14337	16575
14337	16945
14337	21157
15799	2326
15799	5849
15799	10253
15799	11194
15799	13190
15799	14325
15799	14337
15799	19048
15799	20182
11241	45
11241	46
11241	570
11241	773
11241	1653
11241	2212
11241	2741
11241	2952
11241	3372
11241	3595
11241	4164
11241	4511
11241	4513
11241	6179
11241	6610
11241	6830
11241	7956
11241	8879
11241	9785
11241	11472
11241	12365
11241	12496
11241	12781
11241	12851
11241	14540
11241	14807
11241	15003
11241	15659
11241	17655
11241	17692
11241	18174
11241	18894
11241	19423
11241	19961
11241	20108
11241	20562
11241	20635
11241	21012
11241	21281
11241	21508
11241	21847
11241	22691
11241	22887
11241	23293
11241	24955
11241	25271
11241	25346
11241	25396
11241	25758
25271	2287
25271	5052
25271	10235
25271	11241
25271	12860
25271	17850
25271	18487
25271	20620
25271	21432
25271	21707
25271	22415
25271	22691
25271	22834
25271	23452
25271	25053
25271	25396
25396	339
25396	2250
25396	2287
25396	2654
25396	4743
25396	4748
25396	5052
25396	5621
25396	7717
25396	9755
25396	10235
25396	11015
25396	11241
25396	12380
25396	13714
25396	14767
25396	17439
25396	18971
25396	19216
25396	20511
25396	20534
25396	25205
25396	25271
16994	231
16994	2654
16994	3197
16994	6160
16994	8589
16994	9417
16994	9829
16994	14638
16994	14924
16994	15972
16994	17228
16994	18940
16994	19090
16994	19475
16994	20207
16994	21776
16994	22644
16994	22790
16994	24001
16994	25228
21776	2654
21776	9710
21776	16994
21776	17932
21776	19159
3345	3430
3345	5266
3345	5995
3345	7999
3345	8047
3345	8178
3345	8868
3345	9710
3345	10824
3345	15144
3345	19107
3345	19806
3345	22439
3345	23304
3345	24431
8868	3345
11077	10211
11077	12130
11077	14972
11077	15300
11077	17158
11077	17162
11077	17403
11077	20149
11077	20519
11077	21389
11077	22951
11077	23912
11077	23918
11077	25589
17162	11077
17162	21389
21389	11077
21389	17158
21389	17162
21389	17403
21389	23918
6895	12968
12968	1488
12968	3076
12968	4550
12968	4624
12968	6895
12968	7444
12968	8972
12968	17308
12968	20574
12968	21629
15144	245
15144	3345
15144	4983
15144	9710
15144	10824
15144	13480
15144	13597
15144	14562
15144	15814
15144	15912
15144	16976
15144	19974
15144	22245
19974	414
19974	13480
19974	15144
19974	23770
8708	23776
23776	8708
13597	1044
13597	1186
13597	2741
13597	2980
13597	3409
13597	4975
13597	5809
13597	11148
13597	12085
13597	12587
13597	15144
13597	16123
13597	18719
13597	18866
13597	20303
13597	21012
13597	22937
20303	4451
20303	9983
20303	12587
20303	13597
20303	15205
20303	15666
20303	15667
20303	19093
20303	21031
20303	24330
3032	339
3032	5840
3032	6732
3032	7442
3032	7768
3032	8614
3032	13847
3032	15081
3032	16148
3032	22415
3032	22609
3032	24371
22415	899
22415	2449
22415	3032
22415	3310
22415	4766
22415	5143
22415	5175
22415	9735
22415	16148
22415	17396
22415	25271
22415	26138
4700	5606
4700	9124
9124	1310
9124	1386
9124	1658
9124	1738
9124	2566
9124	2720
9124	4700
9124	5052
9124	5346
9124	5606
9124	5634
9124	7926
9124	9870
9124	10597
9124	16741
9124	16779
9124	19297
9124	20886
9124	23186
9124	23298
9124	23945
9124	24475
9124	25102
9124	25931
4046	6610
21806	1817
21806	3725
21806	5366
21806	12478
21806	15911
21806	24833
3409	1044
3409	1186
3409	2741
3409	2980
3409	7956
3409	9800
3409	11148
3409	12085
3409	12365
3409	13597
3409	18866
3409	19992
3409	21012
3409	22937
3409	25346
3409	26141
18001	22177
18001	25480
22177	1425
22177	2501
22177	2823
22177	5136
22177	5564
22177	7105
22177	7317
22177	9127
22177	13556
22177	14485
22177	14615
22177	15552
22177	17089
22177	18001
22177	19454
22177	22644
22177	22758
22177	23841
22177	24199
22177	25286
22177	25480
25480	3207
25480	7125
25480	18001
25480	20683
25480	22177
25480	22758
25480	25419
8916	2591
8916	8932
8916	9188
8916	9572
8916	9773
8916	12334
8916	13713
8916	17536
8916	19179
8916	19738
8916	23880
12334	743
12334	7893
12334	8254
12334	8851
12334	8916
12334	9360
12334	13713
12334	14485
12334	14818
12334	17932
12334	18037
12334	18051
12334	26190
13713	8916
13713	12334
2949	3839
2949	4743
2949	12141
2949	12637
2949	13615
2949	14265
2949	14485
2949	16674
2949	25758
7042	9269
7042	10113
7042	11661
7042	21994
10113	7042
10113	7050
10113	9943
10113	10096
10113	11661
10113	12130
10113	15614
10113	16368
10113	17172
10113	17285
10113	21407
10113	21994
11661	1488
11661	7042
11661	8715
11661	10096
11661	10113
11661	16210
11661	21142
11661	21167
13621	25388
25388	13621
284	6427
6427	284
6427	16835
6427	18677
6427	21696
6427	25854
6427	25940
1044	3409
1044	5809
1044	9485
1044	10435
1044	13597
1044	14698
1044	16123
1044	21823
5809	1044
5809	13597
811	6468
811	9964
811	11919
811	15123
811	16083
811	17021
811	19517
811	22989
811	23485
15123	811
15123	8069
15123	16083
16083	615
16083	811
16083	2076
16083	4515
16083	5773
16083	8612
16083	11604
16083	15123
16083	15814
16083	17932
2127	11712
11712	2127
11712	10762
11712	10871
11712	15829
11712	16106
11712	17207
11712	17670
11712	18286
11712	18612
11712	19234
11712	19724
11712	22876
3412	10762
3412	13847
3412	17207
10762	624
10762	894
10762	2591
10762	3412
10762	4814
10762	5441
10762	5717
10762	5934
10762	9075
10762	10623
10762	11223
10762	11491
10762	11712
10762	12659
10762	13096
10762	13276
10762	13847
10762	14351
10762	15235
10762	16310
10762	17207
10762	19807
10762	21324
10762	21665
10762	22336
10762	22734
10762	22778
10762	23246
10762	23708
10762	25698
13847	3032
13847	3412
13847	7615
13847	10762
13847	10871
13847	17207
13847	24371
17207	3096
17207	3412
17207	5934
17207	10762
17207	10871
17207	11712
17207	12806
17207	13847
17207	18612
17207	25698
7689	1620
7689	3310
7689	3909
7689	3922
7689	4624
7689	5107
7689	5346
7689	5555
7689	5564
7689	5993
7689	6468
7689	7459
7689	9133
7689	9572
7689	9895
7689	9907
7689	10096
7689	10711
7689	11791
7689	13276
7689	14864
7689	17626
7689	18457
7689	19131
7689	19997
7689	21491
7689	22393
7689	22426
7689	22791
7689	23637
7689	25158
7689	25316
18457	7689
17228	352
17228	3996
17228	10555
17228	15850
17228	16994
17228	19101
17228	20207
17228	20533
17228	21943
17228	22603
17228	23513
17228	25034
20207	1280
20207	1958
20207	5851
20207	10555
20207	11591
20207	13520
20207	16921
20207	16994
20207	17228
20207	21646
17559	1674
17559	3323
17559	8680
17559	9184
17559	13813
17559	19204
17559	19206
17559	19657
17559	20373
17559	21646
17559	21943
17559	23204
17559	25034
19206	13813
19206	17559
19206	23204
13813	409
13813	2474
13813	4241
13813	6746
13813	8680
13813	10476
13813	16568
13813	17559
13813	19204
13813	19206
13813	20373
13813	21771
13813	24620
7504	2081
7504	2664
7504	3593
7504	5107
7504	9829
7504	12212
7504	13528
7504	14265
7504	14628
7504	22574
7504	25872
12212	1545
12212	2202
12212	5107
12212	5266
12212	6030
12212	7504
12212	9829
12212	13528
12212	14628
12212	15206
12212	17233
12212	18158
12212	21317
12212	22574
12212	24271
1545	5107
1545	7007
1545	8547
1545	10791
1545	10919
1545	11275
1545	12212
1545	15600
1545	15608
1545	16644
1545	22074
1545	24568
1545	25996
1545	26098
10791	1059
10791	1545
10791	6154
10791	7725
10791	10919
10791	11125
10791	11275
10791	13705
10791	15435
10791	15608
